quote_id,quote_text,author,tags,source_url,text_length,original_text,normalized_text,tokens,filtered_tokens,lemmatized_tokens,stemmed_tokens,processed_text,original_char_count,processed_char_count,original_word_count,processed_word_count,bigrams,trigrams
77,"“You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.”",John Lennon,"beatles, connection, dreamers, dreaming, dreams, hope, inspirational, peace",https://quotes.toscrape.com/page/8/,117,"“You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.”",you may say im a dreamer but im not the only one i hope someday youll join us and the world will live as one,"['you', 'may', 'say', 'im', 'a', 'dreamer', 'but', 'im', 'not', 'the', 'only', 'one', 'i', 'hope', 'someday', 'youll', 'join', 'us', 'and', 'the', 'world', 'will', 'live', 'as', 'one']","['may', 'say', 'im', 'dreamer', 'im', 'one', 'hope', 'someday', 'youll', 'join', 'us', 'world', 'live', 'one']","['may', 'say', 'im', 'dreamer', 'im', 'one', 'hope', 'someday', 'youll', 'join', 'u', 'world', 'live', 'one']","['may', 'say', 'im', 'dreamer', 'im', 'one', 'hope', 'someday', 'youll', 'join', 'us', 'world', 'live', 'one']",may say im dreamer im one hope someday youll join u world live one,117,66,25,14,"['may say', 'say im', 'im dreamer', 'dreamer im', 'im one', 'one hope', 'hope someday', 'someday youll', 'youll join', 'join u', 'u world', 'world live', 'live one']","['may say im', 'say im dreamer', 'im dreamer im', 'dreamer im one', 'im one hope', 'one hope someday', 'hope someday youll', 'someday youll join', 'youll join u', 'join u world', 'u world live', 'world live one']"
78,“I am free of all prejudice. I hate everyone equally. ”,W.C. Fields,"humor, sinister",https://quotes.toscrape.com/page/8/,55,“I am free of all prejudice. I hate everyone equally. ”,i am free of all prejudice i hate everyone equally,"['i', 'am', 'free', 'of', 'all', 'prejudice', 'i', 'hate', 'everyone', 'equally']","['free', 'prejudice', 'hate', 'everyone', 'equally']","['free', 'prejudice', 'hate', 'everyone', 'equally']","['free', 'prejudic', 'hate', 'everyon', 'equal']",free prejudice hate everyone equally,55,36,10,5,"['free prejudice', 'prejudice hate', 'hate everyone', 'everyone equally']","['free prejudice hate', 'prejudice hate everyone', 'hate everyone equally']"
79,“The question isn't who is going to let me; it's who is going to stop me.”,Ayn Rand,,https://quotes.toscrape.com/page/8/,74,“The question isn't who is going to let me; it's who is going to stop me.”,the question isnt who is going to let me its who is going to stop me,"['the', 'question', 'isnt', 'who', 'is', 'going', 'to', 'let', 'me', 'its', 'who', 'is', 'going', 'to', 'stop', 'me']","['question', 'isnt', 'going', 'let', 'going', 'stop']","['question', 'isnt', 'going', 'let', 'going', 'stop']","['question', 'isnt', 'go', 'let', 'go', 'stop']",question isnt going let going stop,74,34,16,6,"['question isnt', 'isnt going', 'going let', 'let going', 'going stop']","['question isnt going', 'isnt going let', 'going let going', 'let going stop']"
80,“′Classic′ - a book which people praise and don't read.”,Mark Twain,"books, classic, reading",https://quotes.toscrape.com/page/8/,56,“′Classic′ - a book which people praise and don't read.”,classic a book which people praise and dont read,"['classic', 'a', 'book', 'which', 'people', 'praise', 'and', 'dont', 'read']","['classic', 'book', 'people', 'praise', 'dont', 'read']","['classic', 'book', 'people', 'praise', 'dont', 'read']","['classic', 'book', 'peopl', 'prais', 'dont', 'read']",classic book people praise dont read,56,36,9,6,"['classic book', 'book people', 'people praise', 'praise dont', 'dont read']","['classic book people', 'book people praise', 'people praise dont', 'praise dont read']"
81,“Anyone who has never made a mistake has never tried anything new.”,Albert Einstein,mistakes,https://quotes.toscrape.com/page/9/,67,“Anyone who has never made a mistake has never tried anything new.”,anyone who has never made a mistake has never tried anything new,"['anyone', 'who', 'has', 'never', 'made', 'a', 'mistake', 'has', 'never', 'tried', 'anything', 'new']","['anyone', 'never', 'made', 'mistake', 'never', 'tried', 'anything', 'new']","['anyone', 'never', 'made', 'mistake', 'never', 'tried', 'anything', 'new']","['anyon', 'never', 'made', 'mistak', 'never', 'tri', 'anyth', 'new']",anyone never made mistake never tried anything new,67,50,12,8,"['anyone never', 'never made', 'made mistake', 'mistake never', 'never tried', 'tried anything', 'anything new']","['anyone never made', 'never made mistake', 'made mistake never', 'mistake never tried', 'never tried anything', 'tried anything new']"
82,"“A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.”",Jane Austen,"humor, love, romantic, women",https://quotes.toscrape.com/page/9/,107,"“A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.”",a ladys imagination is very rapid it jumps from admiration to love from love to matrimony in a moment,"['a', 'ladys', 'imagination', 'is', 'very', 'rapid', 'it', 'jumps', 'from', 'admiration', 'to', 'love', 'from', 'love', 'to', 'matrimony', 'in', 'a', 'moment']","['ladys', 'imagination', 'rapid', 'jumps', 'admiration', 'love', 'love', 'matrimony', 'moment']","['lady', 'imagination', 'rapid', 'jump', 'admiration', 'love', 'love', 'matrimony', 'moment']","['ladi', 'imagin', 'rapid', 'jump', 'admir', 'love', 'love', 'matrimoni', 'moment']",lady imagination rapid jump admiration love love matrimony moment,107,65,19,9,"['lady imagination', 'imagination rapid', 'rapid jump', 'jump admiration', 'admiration love', 'love love', 'love matrimony', 'matrimony moment']","['lady imagination rapid', 'imagination rapid jump', 'rapid jump admiration', 'jump admiration love', 'admiration love love', 'love love matrimony', 'love matrimony moment']"
83,"“Remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of Lord Voldemort. Remember Cedric Diggory.”",J.K. Rowling,integrity,https://quotes.toscrape.com/page/9/,252,"“Remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of Lord Voldemort. Remember Cedric Diggory.”",remember if the time should come when you have to make a choice between what is right and what is easy remember what happened to a boy who was good and kind and brave because he strayed across the path of lord voldemort remember cedric diggory,"['remember', 'if', 'the', 'time', 'should', 'come', 'when', 'you', 'have', 'to', 'make', 'a', 'choice', 'between', 'what', 'is', 'right', 'and', 'what', 'is', 'easy', 'remember', 'what', 'happened', 'to', 'a', 'boy', 'who', 'was', 'good', 'and', 'kind', 'and', 'brave', 'because', 'he', 'strayed', 'across', 'the', 'path', 'of', 'lord', 'voldemort', 'remember', 'cedric', 'diggory']","['remember', 'time', 'come', 'make', 'choice', 'right', 'easy', 'remember', 'happened', 'boy', 'good', 'kind', 'brave', 'strayed', 'across', 'path', 'lord', 'voldemort', 'remember', 'cedric', 'diggory']","['remember', 'time', 'come', 'make', 'choice', 'right', 'easy', 'remember', 'happened', 'boy', 'good', 'kind', 'brave', 'strayed', 'across', 'path', 'lord', 'voldemort', 'remember', 'cedric', 'diggory']","['rememb', 'time', 'come', 'make', 'choic', 'right', 'easi', 'rememb', 'happen', 'boy', 'good', 'kind', 'brave', 'stray', 'across', 'path', 'lord', 'voldemort', 'rememb', 'cedric', 'diggori']",remember time come make choice right easy remember happened boy good kind brave strayed across path lord voldemort remember cedric diggory,252,138,46,21,"['remember time', 'time come', 'come make', 'make choice', 'choice right', 'right easy', 'easy remember', 'remember happened', 'happened boy', 'boy good', 'good kind', 'kind brave', 'brave strayed', 'strayed across', 'across path', 'path lord', 'lord voldemort', 'voldemort remember', 'remember cedric', 'cedric diggory']","['remember time come', 'time come make', 'come make choice', 'make choice right', 'choice right easy', 'right easy remember', 'easy remember happened', 'remember happened boy', 'happened boy good', 'boy good kind', 'good kind brave', 'kind brave strayed', 'brave strayed across', 'strayed across path', 'across path lord', 'path lord voldemort', 'lord voldemort remember', 'voldemort remember cedric', 'remember cedric diggory']"
84,"“I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.”",Jane Austen,"books, library, reading",https://quotes.toscrape.com/page/9/,203,"“I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.”",i declare after all there is no enjoyment like reading how much sooner one tires of any thing than of a book when i have a house of my own i shall be miserable if i have not an excellent library,"['i', 'declare', 'after', 'all', 'there', 'is', 'no', 'enjoyment', 'like', 'reading', 'how', 'much', 'sooner', 'one', 'tires', 'of', 'any', 'thing', 'than', 'of', 'a', 'book', 'when', 'i', 'have', 'a', 'house', 'of', 'my', 'own', 'i', 'shall', 'be', 'miserable', 'if', 'i', 'have', 'not', 'an', 'excellent', 'library']","['declare', 'enjoyment', 'like', 'reading', 'much', 'sooner', 'one', 'tires', 'thing', 'book', 'house', 'shall', 'miserable', 'excellent', 'library']","['declare', 'enjoyment', 'like', 'reading', 'much', 'sooner', 'one', 'tire', 'thing', 'book', 'house', 'shall', 'miserable', 'excellent', 'library']","['declar', 'enjoy', 'like', 'read', 'much', 'sooner', 'one', 'tire', 'thing', 'book', 'hous', 'shall', 'miser', 'excel', 'librari']",declare enjoyment like reading much sooner one tire thing book house shall miserable excellent library,203,102,41,15,"['declare enjoyment', 'enjoyment like', 'like reading', 'reading much', 'much sooner', 'sooner one', 'one tire', 'tire thing', 'thing book', 'book house', 'house shall', 'shall miserable', 'miserable excellent', 'excellent library']","['declare enjoyment like', 'enjoyment like reading', 'like reading much', 'reading much sooner', 'much sooner one', 'sooner one tire', 'one tire thing', 'tire thing book', 'thing book house', 'book house shall', 'house shall miserable', 'shall miserable excellent', 'miserable excellent library']"
85,"“There are few people whom I really love, and still fewer of whom I think well. The more I see of the world, the more am I dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence that can be placed on the appearance of merit or sense.”",Jane Austen,"elizabeth-bennet, jane-austen",https://quotes.toscrape.com/page/9/,309,"“There are few people whom I really love, and still fewer of whom I think well. The more I see of the world, the more am I dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence that can be placed on the appearance of merit or sense.”",there are few people whom i really love and still fewer of whom i think well the more i see of the world the more am i dissatisfied with it and every day confirms my belief of the inconsistency of all human characters and of the little dependence that can be placed on the appearance of merit or sense,"['there', 'are', 'few', 'people', 'whom', 'i', 'really', 'love', 'and', 'still', 'fewer', 'of', 'whom', 'i', 'think', 'well', 'the', 'more', 'i', 'see', 'of', 'the', 'world', 'the', 'more', 'am', 'i', 'dissatisfied', 'with', 'it', 'and', 'every', 'day', 'confirms', 'my', 'belief', 'of', 'the', 'inconsistency', 'of', 'all', 'human', 'characters', 'and', 'of', 'the', 'little', 'dependence', 'that', 'can', 'be', 'placed', 'on', 'the', 'appearance', 'of', 'merit', 'or', 'sense']","['people', 'really', 'love', 'still', 'fewer', 'think', 'well', 'see', 'world', 'dissatisfied', 'every', 'day', 'confirms', 'belief', 'inconsistency', 'human', 'characters', 'little', 'dependence', 'placed', 'appearance', 'merit', 'sense']","['people', 'really', 'love', 'still', 'fewer', 'think', 'well', 'see', 'world', 'dissatisfied', 'every', 'day', 'confirms', 'belief', 'inconsistency', 'human', 'character', 'little', 'dependence', 'placed', 'appearance', 'merit', 'sense']","['peopl', 'realli', 'love', 'still', 'fewer', 'think', 'well', 'see', 'world', 'dissatisfi', 'everi', 'day', 'confirm', 'belief', 'inconsist', 'human', 'charact', 'littl', 'depend', 'place', 'appear', 'merit', 'sens']",people really love still fewer think well see world dissatisfied every day confirms belief inconsistency human character little dependence placed appearance merit sense,309,168,59,23,"['people really', 'really love', 'love still', 'still fewer', 'fewer think', 'think well', 'well see', 'see world', 'world dissatisfied', 'dissatisfied every', 'every day', 'day confirms', 'confirms belief', 'belief inconsistency', 'inconsistency human', 'human character', 'character little', 'little dependence', 'dependence placed', 'placed appearance', 'appearance merit', 'merit sense']","['people really love', 'really love still', 'love still fewer', 'still fewer think', 'fewer think well', 'think well see', 'well see world', 'see world dissatisfied', 'world dissatisfied every', 'dissatisfied every day', 'every day confirms', 'day confirms belief', 'confirms belief inconsistency', 'belief inconsistency human', 'inconsistency human character', 'human character little', 'character little dependence', 'little dependence placed', 'dependence placed appearance', 'placed appearance merit', 'appearance merit sense']"
86,“Some day you will be old enough to start reading fairy tales again.”,C.S. Lewis,"age, fairytales, growing-up",https://quotes.toscrape.com/page/9/,69,“Some day you will be old enough to start reading fairy tales again.”,some day you will be old enough to start reading fairy tales again,"['some', 'day', 'you', 'will', 'be', 'old', 'enough', 'to', 'start', 'reading', 'fairy', 'tales', 'again']","['day', 'old', 'enough', 'start', 'reading', 'fairy', 'tales']","['day', 'old', 'enough', 'start', 'reading', 'fairy', 'tale']","['day', 'old', 'enough', 'start', 'read', 'fairi', 'tale']",day old enough start reading fairy tale,69,39,13,7,"['day old', 'old enough', 'enough start', 'start reading', 'reading fairy', 'fairy tale']","['day old enough', 'old enough start', 'enough start reading', 'start reading fairy', 'reading fairy tale']"
87,“We are not necessarily doubting that God will do the best for us; we are wondering how painful the best will turn out to be.”,C.S. Lewis,god,https://quotes.toscrape.com/page/9/,126,“We are not necessarily doubting that God will do the best for us; we are wondering how painful the best will turn out to be.”,we are not necessarily doubting that god will do the best for us we are wondering how painful the best will turn out to be,"['we', 'are', 'not', 'necessarily', 'doubting', 'that', 'god', 'will', 'do', 'the', 'best', 'for', 'us', 'we', 'are', 'wondering', 'how', 'painful', 'the', 'best', 'will', 'turn', 'out', 'to', 'be']","['necessarily', 'doubting', 'god', 'best', 'us', 'wondering', 'painful', 'best', 'turn']","['necessarily', 'doubting', 'god', 'best', 'u', 'wondering', 'painful', 'best', 'turn']","['necessarili', 'doubt', 'god', 'best', 'us', 'wonder', 'pain', 'best', 'turn']",necessarily doubting god best u wondering painful best turn,126,59,25,9,"['necessarily doubting', 'doubting god', 'god best', 'best u', 'u wondering', 'wondering painful', 'painful best', 'best turn']","['necessarily doubting god', 'doubting god best', 'god best u', 'best u wondering', 'u wondering painful', 'wondering painful best', 'painful best turn']"
88,“The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.”,Mark Twain,"death, life",https://quotes.toscrape.com/page/9/,104,“The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.”,the fear of death follows from the fear of life a man who lives fully is prepared to die at any time,"['the', 'fear', 'of', 'death', 'follows', 'from', 'the', 'fear', 'of', 'life', 'a', 'man', 'who', 'lives', 'fully', 'is', 'prepared', 'to', 'die', 'at', 'any', 'time']","['fear', 'death', 'follows', 'fear', 'life', 'man', 'lives', 'fully', 'prepared', 'die', 'time']","['fear', 'death', 'follows', 'fear', 'life', 'man', 'life', 'fully', 'prepared', 'die', 'time']","['fear', 'death', 'follow', 'fear', 'life', 'man', 'live', 'fulli', 'prepar', 'die', 'time']",fear death follows fear life man life fully prepared die time,104,61,22,11,"['fear death', 'death follows', 'follows fear', 'fear life', 'life man', 'man life', 'life fully', 'fully prepared', 'prepared die', 'die time']","['fear death follows', 'death follows fear', 'follows fear life', 'fear life man', 'life man life', 'man life fully', 'life fully prepared', 'fully prepared die', 'prepared die time']"
89,“A lie can travel half way around the world while the truth is putting on its shoes.”,Mark Twain,"misattributed-mark-twain, truth",https://quotes.toscrape.com/page/9/,85,“A lie can travel half way around the world while the truth is putting on its shoes.”,a lie can travel half way around the world while the truth is putting on its shoes,"['a', 'lie', 'can', 'travel', 'half', 'way', 'around', 'the', 'world', 'while', 'the', 'truth', 'is', 'putting', 'on', 'its', 'shoes']","['lie', 'travel', 'half', 'way', 'around', 'world', 'truth', 'putting', 'shoes']","['lie', 'travel', 'half', 'way', 'around', 'world', 'truth', 'putting', 'shoe']","['lie', 'travel', 'half', 'way', 'around', 'world', 'truth', 'put', 'shoe']",lie travel half way around world truth putting shoe,85,51,17,9,"['lie travel', 'travel half', 'half way', 'way around', 'around world', 'world truth', 'truth putting', 'putting shoe']","['lie travel half', 'travel half way', 'half way around', 'way around world', 'around world truth', 'world truth putting', 'truth putting shoe']"
90,"“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”",C.S. Lewis,"christianity, faith, religion, sun",https://quotes.toscrape.com/page/9/,132,"“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”",i believe in christianity as i believe that the sun has risen not only because i see it but because by it i see everything else,"['i', 'believe', 'in', 'christianity', 'as', 'i', 'believe', 'that', 'the', 'sun', 'has', 'risen', 'not', 'only', 'because', 'i', 'see', 'it', 'but', 'because', 'by', 'it', 'i', 'see', 'everything', 'else']","['believe', 'christianity', 'believe', 'sun', 'risen', 'see', 'see', 'everything', 'else']","['believe', 'christianity', 'believe', 'sun', 'risen', 'see', 'see', 'everything', 'else']","['believ', 'christian', 'believ', 'sun', 'risen', 'see', 'see', 'everyth', 'els']",believe christianity believe sun risen see see everything else,132,62,26,9,"['believe christianity', 'christianity believe', 'believe sun', 'sun risen', 'risen see', 'see see', 'see everything', 'everything else']","['believe christianity believe', 'christianity believe sun', 'believe sun risen', 'sun risen see', 'risen see see', 'see see everything', 'see everything else']"
91,"“The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.”",J.K. Rowling,truth,https://quotes.toscrape.com/page/10/,123,"“The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.”",the truth dumbledore sighed it is a beautiful and terrible thing and should therefore be treated with great caution,"['the', 'truth', 'dumbledore', 'sighed', 'it', 'is', 'a', 'beautiful', 'and', 'terrible', 'thing', 'and', 'should', 'therefore', 'be', 'treated', 'with', 'great', 'caution']","['truth', 'dumbledore', 'sighed', 'beautiful', 'terrible', 'thing', 'therefore', 'treated', 'great', 'caution']","['truth', 'dumbledore', 'sighed', 'beautiful', 'terrible', 'thing', 'therefore', 'treated', 'great', 'caution']","['truth', 'dumbledor', 'sigh', 'beauti', 'terribl', 'thing', 'therefor', 'treat', 'great', 'caution']",truth dumbledore sighed beautiful terrible thing therefore treated great caution,123,80,19,10,"['truth dumbledore', 'dumbledore sighed', 'sighed beautiful', 'beautiful terrible', 'terrible thing', 'thing therefore', 'therefore treated', 'treated great', 'great caution']","['truth dumbledore sighed', 'dumbledore sighed beautiful', 'sighed beautiful terrible', 'beautiful terrible thing', 'terrible thing therefore', 'thing therefore treated', 'therefore treated great', 'treated great caution']"
92,"“I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.”",Jimi Hendrix,"death, life",https://quotes.toscrape.com/page/10/,103,"“I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.”",im the one thats got to die when its time for me to die so let me live my life the way i want to,"['im', 'the', 'one', 'thats', 'got', 'to', 'die', 'when', 'its', 'time', 'for', 'me', 'to', 'die', 'so', 'let', 'me', 'live', 'my', 'life', 'the', 'way', 'i', 'want', 'to']","['im', 'one', 'thats', 'got', 'die', 'time', 'die', 'let', 'live', 'life', 'way', 'want']","['im', 'one', 'thats', 'got', 'die', 'time', 'die', 'let', 'live', 'life', 'way', 'want']","['im', 'one', 'that', 'got', 'die', 'time', 'die', 'let', 'live', 'life', 'way', 'want']",im one thats got die time die let live life way want,103,52,25,12,"['im one', 'one thats', 'thats got', 'got die', 'die time', 'time die', 'die let', 'let live', 'live life', 'life way', 'way want']","['im one thats', 'one thats got', 'thats got die', 'got die time', 'die time die', 'time die let', 'die let live', 'let live life', 'live life way', 'life way want']"
93,“To die will be an awfully big adventure.”,J.M. Barrie,"adventure, love",https://quotes.toscrape.com/page/10/,42,“To die will be an awfully big adventure.”,to die will be an awfully big adventure,"['to', 'die', 'will', 'be', 'an', 'awfully', 'big', 'adventure']","['die', 'awfully', 'big', 'adventure']","['die', 'awfully', 'big', 'adventure']","['die', 'aw', 'big', 'adventur']",die awfully big adventure,42,25,8,4,"['die awfully', 'awfully big', 'big adventure']","['die awfully big', 'awfully big adventure']"
94,“It takes courage to grow up and become who you really are.”,E.E. Cummings,courage,https://quotes.toscrape.com/page/10/,60,“It takes courage to grow up and become who you really are.”,it takes courage to grow up and become who you really are,"['it', 'takes', 'courage', 'to', 'grow', 'up', 'and', 'become', 'who', 'you', 'really', 'are']","['takes', 'courage', 'grow', 'become', 'really']","['take', 'courage', 'grow', 'become', 'really']","['take', 'courag', 'grow', 'becom', 'realli']",take courage grow become really,60,31,12,5,"['take courage', 'courage grow', 'grow become', 'become really']","['take courage grow', 'courage grow become', 'grow become really']"
95,“But better to get hurt by the truth than comforted with a lie.”,Khaled Hosseini,life,https://quotes.toscrape.com/page/10/,64,“But better to get hurt by the truth than comforted with a lie.”,but better to get hurt by the truth than comforted with a lie,"['but', 'better', 'to', 'get', 'hurt', 'by', 'the', 'truth', 'than', 'comforted', 'with', 'a', 'lie']","['better', 'get', 'hurt', 'truth', 'comforted', 'lie']","['better', 'get', 'hurt', 'truth', 'comforted', 'lie']","['better', 'get', 'hurt', 'truth', 'comfort', 'lie']",better get hurt truth comforted lie,64,35,13,6,"['better get', 'get hurt', 'hurt truth', 'truth comforted', 'comforted lie']","['better get hurt', 'get hurt truth', 'hurt truth comforted', 'truth comforted lie']"
96,“You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.”,Harper Lee,better-life-empathy,https://quotes.toscrape.com/page/10/,148,“You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.”,you never really understand a person until you consider things from his point of view until you climb inside of his skin and walk around in it,"['you', 'never', 'really', 'understand', 'a', 'person', 'until', 'you', 'consider', 'things', 'from', 'his', 'point', 'of', 'view', 'until', 'you', 'climb', 'inside', 'of', 'his', 'skin', 'and', 'walk', 'around', 'in', 'it']","['never', 'really', 'understand', 'person', 'consider', 'things', 'point', 'view', 'climb', 'inside', 'skin', 'walk', 'around']","['never', 'really', 'understand', 'person', 'consider', 'thing', 'point', 'view', 'climb', 'inside', 'skin', 'walk', 'around']","['never', 'realli', 'understand', 'person', 'consid', 'thing', 'point', 'view', 'climb', 'insid', 'skin', 'walk', 'around']",never really understand person consider thing point view climb inside skin walk around,148,86,27,13,"['never really', 'really understand', 'understand person', 'person consider', 'consider thing', 'thing point', 'point view', 'view climb', 'climb inside', 'inside skin', 'skin walk', 'walk around']","['never really understand', 'really understand person', 'understand person consider', 'person consider thing', 'consider thing point', 'thing point view', 'point view climb', 'view climb inside', 'climb inside skin', 'inside skin walk', 'skin walk around']"
97,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"books, children, difficult, grown-ups, write, writers, writing",https://quotes.toscrape.com/page/10/,139,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",you have to write the book that wants to be written and if the book will be too difficult for grownups then you write it for children,"['you', 'have', 'to', 'write', 'the', 'book', 'that', 'wants', 'to', 'be', 'written', 'and', 'if', 'the', 'book', 'will', 'be', 'too', 'difficult', 'for', 'grownups', 'then', 'you', 'write', 'it', 'for', 'children']","['write', 'book', 'wants', 'written', 'book', 'difficult', 'grownups', 'write', 'children']","['write', 'book', 'want', 'written', 'book', 'difficult', 'grownup', 'write', 'child']","['write', 'book', 'want', 'written', 'book', 'difficult', 'grownup', 'write', 'children']",write book want written book difficult grownup write child,139,58,27,9,"['write book', 'book want', 'want written', 'written book', 'book difficult', 'difficult grownup', 'grownup write', 'write child']","['write book want', 'book want written', 'want written book', 'written book difficult', 'book difficult grownup', 'difficult grownup write', 'grownup write child']"
98,“Never tell the truth to people who are not worthy of it.”,Mark Twain,truth,https://quotes.toscrape.com/page/10/,58,“Never tell the truth to people who are not worthy of it.”,never tell the truth to people who are not worthy of it,"['never', 'tell', 'the', 'truth', 'to', 'people', 'who', 'are', 'not', 'worthy', 'of', 'it']","['never', 'tell', 'truth', 'people', 'worthy']","['never', 'tell', 'truth', 'people', 'worthy']","['never', 'tell', 'truth', 'peopl', 'worthi']",never tell truth people worthy,58,30,12,5,"['never tell', 'tell truth', 'truth people', 'people worthy']","['never tell truth', 'tell truth people', 'truth people worthy']"
99,"“A person's a person, no matter how small.”",Dr. Seuss,inspirational,https://quotes.toscrape.com/page/10/,43,"“A person's a person, no matter how small.”",a persons a person no matter how small,"['a', 'persons', 'a', 'person', 'no', 'matter', 'how', 'small']","['persons', 'person', 'matter', 'small']","['person', 'person', 'matter', 'small']","['person', 'person', 'matter', 'small']",person person matter small,43,26,8,4,"['person person', 'person matter', 'matter small']","['person person matter', 'person matter small']"
100,"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",George R.R. Martin,"books, mind",https://quotes.toscrape.com/page/10/,81,"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",a mind needs books as a sword needs a whetstone if it is to keep its edge,"['a', 'mind', 'needs', 'books', 'as', 'a', 'sword', 'needs', 'a', 'whetstone', 'if', 'it', 'is', 'to', 'keep', 'its', 'edge']","['mind', 'needs', 'books', 'sword', 'needs', 'whetstone', 'keep', 'edge']","['mind', 'need', 'book', 'sword', 'need', 'whetstone', 'keep', 'edge']","['mind', 'need', 'book', 'sword', 'need', 'whetston', 'keep', 'edg']",mind need book sword need whetstone keep edge,81,45,17,8,"['mind need', 'need book', 'book sword', 'sword need', 'need whetstone', 'whetstone keep', 'keep edge']","['mind need book', 'need book sword', 'book sword need', 'sword need whetstone', 'need whetstone keep', 'whetstone keep edge']"
